cbsa10,cbsaname10,responses,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,open_space,inclusionary,half_acre_less,half_acre_more,one_acre_more,two_acre_more,total_nz,total_rz,maxden5,maxden4,maxden3,maxden2,maxden1,adu,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,zri_median,zri_range,zri_median_up,zri_range_up,zri_median_st,zri_range_st,zri_median_up_st,zri_range_up_st,cc_zri,noncc_zri_max,zri_diff,zri_abs_diff,zri_full,zri_full_st
10180,"Abilene, TX Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,1,0,0,0,0,1,27.5,100,18.5,40,2,1,2.090038388,0,1.783535795,0.306502593,0.052411352,-1.146343219,0.196922958,-0.921881177,2.090038388,NA,NA,NA,NA,NA
10420,"Akron, OH Metropolitan Statistical Area",11,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,1,0.818181818,0.090909091,0.272727273,0.363636364,0.090909091,0.272727273,1.909090909,2.818181818,0.636363636,0.090909091,0.090909091,0.181818182,0,0.181818182,32.45454545,33.81818182,2.204545455,2.181818182,1.704545455,1.590909091,1.821208991,2.412431937,1.163052695,2.364469122,-0.301342179,0.815145272,-0.618074925,1.297520219,1.821208991,3.194723665,1.373514673,1.373514673,3.194723665,0.666601906
10500,"Albany, GA Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,3,0,1,0,0,0,1,35,35,20,20,2,2,3.12813125,0,2.70397715,0.4241541,1.418441334,-1.146343219,1.405912784,-0.795000629,3.12813125,NA,NA,NA,NA,NA
10540,"Albany-Lebanon, OR Micropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0.5,1.5,3,1,0,0,0,0,1,27.5,25,1.5,1,2,1.5,2.429215039,2.088017224,2.242435683,1.649485973,0.498735078,0.551371727,0.799683028,0.526451022,3.473223651,1.385206427,-2.088017224,2.088017224,0.341197815,-1.326950141
10580,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",7,0,0,0,0,0,0,1,0.285714286,0.285714286,0.714285714,0,0.142857143,0.142857143,2.142857143,2.714285714,0.571428571,0.428571429,0,0,0,0.714285714,24.28571429,25.28571429,2,1.833333333,2.357142857,2.142857143,1.589330921,3.615592292,1.367337171,2.86778702,-0.606471332,1.793405075,-0.349749462,1.840320323,NA,NA,NA,NA,NA,NA
10740,"Albuquerque, NM Metropolitan Statistical Area",4,0,0,0.25,0.25,0,0,1,0.5,0.75,0.5,0.5,0,0,2.25,2,0.25,0.75,0,0,0,0.5,27,36.5,2,2,1.625,1.5,1.669067567,1.769885291,1.435706315,1.604160489,-0.501545605,0.292706554,-0.259947326,0.477570032,3.050225406,2.057795018,-0.992430388,0.992430388,0.676637178,-1.092602928
10780,"Alexandria, LA Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,1,0,0,0,0,1,35,35,3,3,2,2,2.482239481,0,2.093522103,0.388717378,0.568510125,-1.146343219,0.604086641,-0.833217145,2.482239481,NA,NA,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",14,0,0,0,0,0,0,1,0.928571429,0.142857143,0.357142857,0.285714286,0.214285714,0.142857143,1.642857143,2.714285714,0.428571429,0.5,0.071428571,0,0,0.357142857,35.79166667,34.58333333,2.318181818,2,1.389285714,1.857142857,1.866497653,3.100019503,1.258023256,2.148613025,-0.241746673,1.374205645,-0.493332115,1.064731534,NA,NA,NA,NA,NA,NA
11020,"Altoona, PA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,0.5,0.5,0,0,1,2,0.5,0,0.5,0,0,0,35,52.5,1.375,1.25,1.5,1,0.862974521,0.69804126,0.490694392,0.348126877,-1.562286227,-0.578783207,-1.50121033,-0.876991722,0.513953891,1.211995151,0.69804126,0.69804126,1.561015781,-0.474751586
11100,"Amarillo, TX Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3,0,1,0,0,0,0,15,12,3,3,2,2,1.356384957,0,0.745453279,0.610931677,-0.913005731,-1.146343219,-1.166587269,-0.593571495,1.356384957,NA,NA,NA,NA,NA
11180,"Ames, IA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,0.5,0,0.5,0,2.5,3,1,0,0,0,0,0.5,36.5,32.5,4,4,1.75,1.5,2.411330662,1.180243341,1.774479452,0.664813729,0.475200965,-0.186716671,0.185027548,-0.535462727,3.001452333,1.821208991,-1.180243341,1.180243341,1.23108732,-0.70524873
11260,"Anchorage, AK Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0.5,0.5,0,0,0.5,2,2.5,0.5,0.5,0,0,0,1,15,15,3,2.5,2,1,2.396862588,2.152722126,2.149397983,1.686977724,0.456162376,0.603981676,0.677479009,0.566883771,3.473223651,1.320501525,-2.152722126,2.152722126,0.244140462,-1.394757091
11460,"Ann Arbor, MI Metropolitan Statistical Area",4,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0,0.5,2.25,2.75,0.5,0.5,0,0,0,0.5,21.875,18.5,4,2.5,1.375,1,2.672590698,1.285109653,2.081142028,0.839649278,0.818993949,-0.101452478,0.587825546,-0.346912401,NA,NA,NA,NA,NA,NA
11500,"Anniston-Oxford, AL Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,0,0,1,0,3,3,1,0,0,0,0,0,29.5,45,3,3,1,1,3.476863713,0,2.548449522,0.928414191,1.877339586,-1.146343219,1.201628916,-0.251184423,NA,NA,NA,NA,NA,NA
11540,"Appleton, WI Metropolitan Statistical Area",6,0,0,0,0,0,0,1,0.833333333,0,0.666666667,0.166666667,0,0.166666667,1.833333333,3.166666667,0.666666667,0.333333333,0,0,0,0.333333333,34.5,29,6.041666667,9.5,2.25,1.5,1.821208991,1.347083668,1.396995513,0.471340514,-0.301342179,-0.051062945,-0.310793548,-0.74411273,1.821208991,2.65271987,0.831510879,0.831510879,2.65271987,0.287943071
11700,"Asheville, NC Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0.666666667,0.333333333,0.333333333,0,0.333333333,2,3,0.666666667,0.333333333,0,0,0,0.666666667,40,57.5,2,2.5,3,2.666666667,2.296620371,2.120478756,2.622209786,1.75527536,0.324253297,0.577765392,1.29851223,0.640538938,2.296620371,3.473223651,1.176603279,1.176603279,3.473223651,0.861169696
12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",30,0,0,0,0,0,0,1,0.933333333,0.133333333,0.266666667,0.066666667,0.233333333,0.433333333,2.266666667,2.6,0.566666667,0.166666667,0.233333333,0,0.033333333,0.5,35.81034483,93.96551724,3.76,3.88,1.955,1.683333333,2.41368464,3.587480544,1.948998341,3.108008668,0.478298573,1.770548111,0.414256233,2.099385886,3.317608584,3.476863713,0.159255128,0.159255128,2.572939769,0.232206487
12100,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",5,0,0,0,0,0,0,1,0.8,0.6,0.2,0,0.4,0.4,2,3.6,0.4,0.4,0.2,0,0,0.6,36,34.6,6,4.5,1.56,1.4,2.732290095,2.628466347,2.458364665,1.695773531,0.897552591,0.990797486,1.083303424,0.576369556,1.631731657,4.183935,2.552203343,2.552203343,5.284493438,2.126572844
12220,"Auburn-Opelika, AL Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,0,0,0.5,0.5,2,2.5,0,0.5,0.5,0,0,0.5,32.5,37.5,2,2,2,2,1.948479196,0.407066416,1.455510749,0.174833566,-0.133866878,-0.815367626,-0.233934415,-1.063878832,2.152012404,1.744945988,-0.407066416,0.407066416,1.54141278,-0.488446785
12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,1,0,0,0,3,3,0,0.5,0.5,0,0,1,33.5,52.5,2.125,2,1.5,1.75,1.699411546,0.3450924,1.501453388,0.081965203,-0.461615858,-0.865757159,-0.173589252,-1.164032149,NA,NA,NA,NA,NA,NA
12420,"Austin-Round Rock-San Marcos, TX Metropolitan Statistical Area",5,0,0,0,0,0,0,1,1,0.4,0.2,0,0.2,0.6,2,3,0.8,0,0,0.2,0,0.8,27.5,28,2.2,1.4,1.6,1.4,2.99781227,1.819679387,2.545031382,1.551858092,1.246954138,0.333192896,1.197139226,0.421164832,3.081022557,2.99781227,-0.083210287,0.083210287,2.914601983,0.470901155
12540,"Bakersfield-Delano, CA Metropolitan Statistical Area",3,0,0,0,0,0,0,1,1,0.666666667,0.666666667,0,0,0.333333333,2.333333333,2,1,0,0,0,0,0.333333333,38.33333333,35,8.5,4,1.666666667,1.333333333,2.141005305,1.256173504,1.649618403,0.951874612,0.119478895,-0.124979741,0.021023902,-0.225883677,2.06143508,3.317608584,1.256173504,1.256173504,3.397178809,0.808042667
12580,"Baltimore-Towson, MD Metropolitan Statistical Area",6,0,0,0,0,0,0,1,0.833333333,0.166666667,0.333333333,0.333333333,0.166666667,0.166666667,2.166666667,2.666666667,0.5,0.166666667,0,0.333333333,0,0.666666667,36.66666667,35.83333333,2.708333333,2.833333333,2.166666667,1.833333333,1.917246408,2.056265414,1.572066298,1.491603141,-0.174966211,0.525555119,-0.080839954,0.356183249,2.413474764,2.842197204,0.42872244,0.42872244,2.345968848,0.073638327
12620,"Bangor, ME Metropolitan Statistical Area",7,0,0,0,0,0,0,1,0.714285714,0.285714286,0.571428571,0.142857143,0.142857143,0.142857143,1.142857143,3.285714286,0.714285714,0,0.142857143,0.142857143,0,0.285714286,26.25,24.16666667,1,1,1.714285714,1.714285714,1.675200287,2.71904367,1.206777078,2.192505356,-0.493475537,1.064443658,-0.560643418,1.112066949,NA,NA,NA,NA,NA,NA
12700,"Barnstable Town, MA Metropolitan Statistical Area",4,0.25,0.25,0.25,0.25,0.5,0.25,1,1,1,0,0,0.5,0.5,2.25,3.5,0.5,0,0,0.25,0.25,1,37.5,60.5,2.4375,2.375,1.125,1.125,2.837292037,2.386790106,2.506038852,1.911081434,1.035725009,0.794296537,1.145922957,0.808567044,4.87203441,3.077382495,-1.794651915,1.794651915,1.042640122,-0.836903153
12940,"Baton Rouge, LA Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0,0.333333333,0,0,0.666666667,2,2.666666667,0.666666667,0.333333333,0,0,0,0.666666667,30.83333333,30,3.166666667,4,1.666666667,1.333333333,2.842197204,2.82895078,2.462957895,2.1649444,1.042179736,1.153806399,1.089336583,1.082344005,NA,NA,NA,NA,NA,NA
12980,"Battle Creek, MI Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,1,0,0,0,2.5,3,0.5,0,0.5,0,0,0.5,32.25,42.5,13.875,13.75,1.75,1,1.674037168,1.086025956,1.232999259,0.273978345,-0.495006089,-0.263322487,-0.526200866,-0.956956752,NA,NA,NA,NA,NA,NA
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",5,0,0,0,0,0,0,0.8,0.4,0,0.8,0,0.2,0,1.8,2.4,0.4,0.4,0,0,0.2,0.2,28.16666667,34.66666667,3,2.5,1.74,1.2,1.589330921,2.603013678,1.007896615,2.361901193,-0.606471332,0.970102553,-0.821870769,1.294750851,1.589330921,1.821208991,0.23187807,0.23187807,1.821208991,-0.292973417
13220,"Beckley, WV Micropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,0,0,50,35,3,3,1,1,0.564702646,0,0.25406351,0.310639136,-1.954783217,-1.146343219,-1.81202245,-0.917420147,0.564702646,NA,NA,NA,NA,NA
13460,"Bend, OR Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,0,0,0,1,3,2,1,0,0,0,0,1,35,35,2,2,2,1,3.71344974,0,3.339125398,0.374324342,2.188663955,-1.146343219,2.240173181,-0.848739227,3.71344974,NA,NA,NA,NA,NA
13740,"Billings, MT Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,0,0,1,0,3,5,0,1,0,0,0,0,27,30,2,2,1,1,2.967590065,0,1.798293062,1.169297003,1.207184633,-1.146343219,0.216306469,0.008594169,2.967590065,NA,NA,NA,NA,NA
13780,"Binghamton, NY Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0,0.333333333,0.666666667,0,0,2,3.333333333,0.333333333,0.333333333,0,0.333333333,0,0,27.5,26.66666667,3,3,1.233333333,1.333333333,1.476116591,1.395234924,1.160628128,0.614796812,-0.75545046,-0.011912355,-0.621259568,-0.589403165,NA,NA,NA,NA,NA,NA
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",8,0,0,0,0,0,0,1,0.5,0,0.75,0.125,0.125,0,2.125,2.875,0.625,0.25,0.125,0,0,0.125,71.125,40.375,3.928571429,4.142857143,2.18125,1.5,1.648662791,1.703096255,1.014156396,1.317540635,-0.52839632,0.238402048,-0.813648613,0.168466606,1.871957746,2.217050146,0.3450924,0.3450924,1.993755191,-0.172427871
13900,"Bismarck, ND Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,0.5,0.5,0,0,0,1,42.5,42.5,2.25,2.25,1.5,1,2.313333343,0.3450924,1.949128259,0.153664877,0.346245955,-0.865757159,0.41442688,-1.086708075,2.485879543,2.140787143,-0.3450924,0.3450924,1.968240943,-0.19025283
13980,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,2.333333333,2.666666667,0,0.666666667,0.333333333,0,0,0.333333333,32,32,1.5,1,1.5,1.666666667,1.352744895,1.981750177,0.778450355,1.637585012,-0.917795702,0.46496863,-1.123245965,0.513616503,2.069711903,0.804928735,-1.264783168,1.264783168,0.087961727,-1.503867873
14010,"Bloomington-Normal, IL Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,0,1,0,0,2.5,3,1,0,0,0,0,0.5,30,30,3,2.5,1.625,1.5,2.153544267,0.119731634,1.619320312,0.271845101,0.135978958,-1.048992401,-0.018772315,-0.959257336,2.213410084,2.09367845,-0.119731634,0.119731634,2.033812633,-0.144442635
14100,"Bloomsburg-Berwick, PA Micropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,0,0,1,0,0,0,27.5,35,4,4,2,2,1.131024191,0,0.54153047,0.58949372,-1.209558742,-1.146343219,-1.434437687,-0.616691129,NA,NA,NA,NA,NA,NA
14260,"Boise City-Nampa, ID Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,1,0.333333333,0.333333333,0.333333333,0,2.666666667,2.666666667,1,0,0,0,0,1,33.33333333,21.66666667,4,3.833333333,2.541666667,4,2.413474764,1.491473474,2.270961471,0.875564006,0.478022396,0.06633682,0.837151343,-0.308180382,3.632478779,2.413474764,-1.219004015,1.219004015,1.19447075,-0.730830079
14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",57,0.052631579,0.052631579,0.070175439,0.070175439,0.052631579,0.052631579,1,0.789473684,0.824561404,0.245614035,0.210526316,0.298245614,0.245614035,1.807017544,3.087719298,0.403508772,0.210526316,0.228070175,0.087719298,0.070175439,0.771929825,40.46078431,36.31372549,5.417045455,6.379545455,1.913947368,1.766666667,2.296620371,2.795088511,1.938364711,2.247015113,0.324253297,1.12627383,0.400289075,1.170852662,2.296620371,3.869064806,1.572444435,1.572444435,3.869064806,1.13771527
14500,"Boulder, CO Metropolitan Statistical Area",3,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,1,0.666666667,0.666666667,0.333333333,0,0,0.666666667,2,3,0.666666667,0,0,0.333333333,0,1,23.16666667,23.66666667,1.5,1.5,2.333333333,1.333333333,2.99781227,3.09511845,2.500656667,2.578906545,1.246954138,1.370220721,1.138853515,1.528778944,NA,NA,NA,NA,NA,NA
14540,"Bowling Green, KY Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,1,0,0,0,0,1,42,42,6,6,1,1,3.429536858,0,2.675619474,0.753917384,1.815062014,-1.146343219,1.368665281,-0.439369436,3.429536858,NA,NA,NA,NA,NA
14740,"Bremerton-Silverdale, WA Metropolitan Statistical Area",3,0.666666667,0.666666667,0.333333333,0.333333333,0.666666667,0.666666667,1,1,1,0.333333333,0,0.333333333,0.333333333,2.666666667,2,0.333333333,0.666666667,0,0,0,1,35,38.33333333,3.333333333,3.333333333,1.666666667,1.333333333,4.300897846,2.924146501,3.907253862,2.493190971,2.961688946,1.231207676,2.986403812,1.436339508,3.257986156,4.300897846,1.04291169,1.04291169,5.343809536,2.16801271
14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",11,0,0,0,0,0,0,1,0.727272727,0.727272727,0,0.090909091,0.181818182,0.727272727,1.545454545,2.636363636,0.545454545,0.181818182,0,0,0.272727273,0.727272727,35.36363636,35.27272727,2.431818182,2.363636364,1.536363636,1.363636364,2.532988236,3.147189775,2.196410337,2.623519897,0.635290587,1.412558622,0.73922923,1.57689194,2.921767429,3.628838717,0.707071288,0.707071288,3.240059524,0.698274791
15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.333333333,0.333333333,0,0,0.333333333,0.666666667,2,2.333333333,0.666666667,0.333333333,0,0,0,0,32.58333333,33.33333333,3.583333333,3.5,1.833333333,1.666666667,2.497104804,0.86408709,1.68570408,0.126591601,0.588071454,-0.443775467,0.068422052,-1.115905083,2.68759272,2.013993547,-0.673599173,0.673599173,1.82350563,-0.291368921
15260,"Brunswick, GA Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,1,0,0,0,0,60,60,1,1,1,1,1.320501525,0,0.838703597,0.481797927,-0.960224863,-1.146343219,-1.044103979,-0.732834997,1.320501525,NA,NA,NA,NA,NA
15380,"Buffalo-Niagara Falls, NY Metropolitan Statistical Area",8,0,0,0,0,0,0,1,0.5,0,0.5,0.125,0.25,0.125,1.75,2.375,0.375,0,0.25,0.125,0.25,0.375,29.625,28.375,2.5,2.1875,2.59375,2.4375,1.09471272,3.07254567,0.94960197,2.365351835,-1.257341131,1.351867354,-0.898440159,1.298472175,2.209770022,2.446356049,0.236586027,0.236586027,1.331298747,-0.635238257
15500,"Burlington, NC Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,1.5,3,1,0,0,0,0,0.5,36.25,55,3,3,2,3,2.603791146,0.788042248,1.999539522,0.304952525,0.728460381,-0.505605639,0.480641531,-0.923552837,2.209770022,2.99781227,0.788042248,0.788042248,3.391833395,0.804308213
15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",8,0.125,0.125,0.125,0.125,0.125,0.125,1,0.75,0.625,0.25,0.125,0.25,0.375,1.25,1.375,0.375,0.375,0.125,0,0.125,1,30.5,34.5,2.166666667,2.166666667,1.66875,1.21875,1.881687047,2.392948215,1.962756046,2.420791394,-0.221758897,0.799303542,0.432326831,1.358260628,NA,NA,NA,NA,NA,NA
15940,"Canton-Massillon, OH Metropolitan Statistical Area",4,0,0,0,0,0,0,1,1,0,0.75,0.25,0,0,1.75,2.25,0.5,0.25,0.25,0,0,0,28.75,26.25,2.5,2.5,2.375,2,1.398309058,0.75417998,0.792007306,0.020434816,-0.857837662,-0.533138208,-1.105439055,-1.230389218,NA,NA,NA,NA,NA,NA
15980,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,0,1,0,0,0,1,40,35,1,1,2,1,1.792272843,0,1.841977394,0.049704552,-0.339419357,-1.146343219,0.27368537,-1.198823451,NA,NA,NA,NA,NA,NA
16020,"Cape Girardeau-Jackson, MO-IL Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,1,0,0,0,0,1,26,35,2.5,2,2,2,2.99781227,0,2.512069868,0.485742402,1.246954138,-1.146343219,1.153844632,-0.728581102,2.99781227,NA,NA,NA,NA,NA
16060,"Carbondale, IL Micropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,0,1,0,0,0,0,35,35,3,3,2,4,0.960543801,0,0.323466079,0.637077722,-1.433894474,-1.146343219,-1.720862921,-0.565374453,0.960543801,NA,NA,NA,NA,NA
16180,"Carson City, NV Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1,0,0,0,0,1,3,2,1,0,0,0,0,0,20,20,1.5,1,2,2,4.636849119,0,3.599519833,1.037329286,3.403768387,-1.146343219,2.582198473,-0.133725606,4.636849119,NA,NA,NA,NA,NA
16220,"Casper, WY Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1,0,1,0,0,0,3,2,1,0,0,0,0,1,50,75,4,2,1.11,1,3.46024584,0,3.193857879,0.266387961,1.855472069,-1.146343219,2.049365856,-0.965142555,3.46024584,NA,NA,NA,NA,NA
16300,"Cedar Rapids, IA Metropolitan Statistical Area",4,0,0,0,0,0,0,1,0.5,0,0.25,0.25,0,0.5,1.5,3,0.5,0.25,0.25,0,0,0,28.33333333,35,59.66666667,59.66666667,1.875,1.75,1.844763338,1.481867111,1.505624761,0.580883791,-0.270346934,0.058526125,-0.168110199,-0.625976454,NA,NA,NA,NA,NA,NA
16540,"Chambersburg, PA Micropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,0,1,0,0,0,0,35,35,1,1,2,2,0.960543801,0,0.405917099,0.554626703,-1.433894474,-1.146343219,-1.612564393,-0.65429325,NA,NA,NA,NA,NA,NA
16580,"Champaign-Urbana, IL Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,1,0,0,0,0,0,12,12,2,2,2.5,2,1.821208991,0,1.080391194,0.740817798,-0.301342179,-1.146343219,-0.726649919,-0.453496605,NA,NA,NA,NA,NA,NA
16620,"Charleston, WV Metropolitan Statistical Area",4,0,0,0,0,0,0,1,0.25,0,0.5,0,0,0.5,1.75,2.25,0.25,0.5,0.25,0,0,0.25,41.25,38.75,3.375,3.375,1.625,1.5,1.255175614,2.418244301,0.794507611,1.909204872,-1.046187454,0.819871162,-1.102154932,0.806543277,2.878080636,1.585690859,-1.292389777,1.292389777,-0.037214163,-1.59131921
16700,"Charleston-North Charleston-Summerville, SC Metropolitan Statistical Area",4,0,0,0,0,0,0,1,0.25,0.5,0.25,0,0.25,0.5,1.75,2.5,0.5,0,0.25,0.25,0,0.5,36.33333333,35,3.5,3.5,1.9375,2.25,1.532557336,3.409228471,1.838246751,2.808779599,-0.681179889,1.625615777,0.26878521,1.776684131,3.869064806,2.090038388,-1.779026418,1.779026418,-0.246469082,-1.737510482
16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metropolitan Statistical Area",7,0,0,0,0,0,0,1,0.857142857,0.285714286,0.285714286,0,0.285714286,0.428571429,2.142857143,3.142857143,0.428571429,0.285714286,0.142857143,0.142857143,0,0.428571429,33.28571429,32.57142857,3.1,2.2,1.785714286,1.285714286,2.65271987,3.20286465,1.925032577,2.757080538,0.792845857,1.45782648,0.38277746,1.720929594,3.473223651,3.287386379,-0.185837272,0.185837272,2.466882598,0.158112015
16820,"Charlottesville, VA Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,3,1,0,0,0,0,1,50,50,3,5,2,2,2.296620371,0,2.085154116,0.211466255,0.324253297,-1.146343219,0.59309538,-1.024372532,2.296620371,NA,NA,NA,NA,NA
16860,"Chattanooga, TN-GA Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0,0,0.666666667,0,0.333333333,1.333333333,2.666666667,0.333333333,0.333333333,0,0,0.333333333,0.666666667,31.25,22.5,2.25,2,3,4.666666667,0.833040483,1.800682442,1.216204569,1.402966227,-1.601676531,0.317746952,-0.54826051,0.260593312,NA,NA,NA,NA,NA,NA
16980,"Chicago-Joliet-Naperville, IL-IN-WI Metropolitan Statistical Area",106,0,0,0,0,0,0,1,0.58490566,0.122641509,0.433962264,0.188679245,0.188679245,0.188679245,2.169811321,2.754716981,0.424528302,0.283018868,0.216981132,0.056603774,0.018867925,0.141509434,33.19103774,34.98584906,2.611734694,2.408163265,1.86240566,1.591509434,1.762996785,3.805069626,1.169926188,2.818346548,-0.377943823,1.947464389,-0.609046666,1.787001548,2.688821464,3.869064806,1.180243341,1.180243341,2.943240126,0.490908554
17020,"Chico, CA Metropolitan Statistical Area",3,0,0,0,0,0,0,1,1,1,0,0,0,1,2.333333333,2,1,0,0,0,0,0.666666667,25,25,2.5,3,1.416666667,1,3.317608584,0.395841155,3.049338709,0.249355898,1.667775212,-0.824494607,1.85954148,-0.983510679,3.317608584,3.71344974,0.395841155,0.395841155,3.71344974,1.028998283
17140,"Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",31,0,0,0,0,0,0,1,0.612903226,0.032258065,0.35483871,0.193548387,0.419354839,0.032258065,1.64516129,2.419354839,0.387096774,0.032258065,0.419354839,0.064516129,0.096774194,0.129032258,35.46666667,37.33333333,2.369047619,2.285714286,2.011290323,1.829032258,1.26975277,2.933817091,0.964214542,1.949626529,-1.027005325,1.239070592,-0.879246702,0.850135766,1.26975277,2.99781227,1.728059501,1.728059501,2.99781227,0.529034162
17420,"Cleveland, TN Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,1,0,0,0,0,1,45,30,1,1,2,2,1.305636202,0,1.185709415,0.119926787,-0.979786193,-1.146343219,-0.588315568,-1.123092711,1.305636202,NA,NA,NA,NA,NA
17460,"Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area",31,0,0,0,0,0,0,1,0.483870968,0.064516129,0.419354839,0.290322581,0.064516129,0.225806452,1.903225806,2.806451613,0.677419355,0.096774194,0.161290323,0.032258065,0.032258065,0.096774194,33.27419355,33.48387097,2.324074074,3.462962963,1.870967742,1.629032258,1.665593925,3.17404318,1.092595716,2.037125081,-0.506116582,1.434392458,-0.71061941,0.944498044,1.781047582,3.393653426,1.612605844,1.612605844,3.278199769,0.72492062
17660,"Coeur dAlene, ID Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,2,1,0,0,0,0,1,35,35,3,3,2,2,2.141005305,0,2.078923805,0.0620815,0.119478895,-1.146343219,0.584911934,-1.185475607,NA,NA,NA,NA,NA,NA
17780,"College Station-Bryan, TX Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,3,3,0,1,0,0,0,0.5,25,23.5,2,2,2,1,2.852460479,0.392201093,2.117446972,0.447718111,1.055685214,-0.827454251,0.6355117,-0.769588166,2.852460479,NA,NA,NA,NA,NA
17820,"Colorado Springs, CO Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,2,2.5,1,0,0,0,0,0.5,32.5,30,2.5,2.5,1.5,1,2.723904191,0.236586027,2.200880119,0.013492655,0.886517551,-0.953980996,0.745100241,-1.237875949,2.842197204,2.605611177,-0.236586027,0.236586027,2.487318164,0.172388867
17860,"Columbia, MO Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2.5,0,1,0,0,0,0.5,40,37.5,2.75,2.5,1.5,1.5,1.667138455,0.155615066,1.287115362,0.065919829,-0.50408413,-1.019816473,-0.455119946,-1.181336184,1.589330921,1.744945988,0.155615066,0.155615066,1.822753521,-0.291894366
