jurisid_2019,statefp_2019,countyfp_2019,placefp_2019,stcofip_2019,full_fip_2019,basename_2019,county_name_2019,state_name_2019,region_2019,metro_nllus_2019,metro_nllus_id_2019,cbsa13_code_2019,cbsa13_name_2019,cbsa03_name_2019,s2019_dummy_2019,s2003_dummy_2019,s0319_dummy_2019,juristype_2019,summlevel_2019,summlevel2_2019,lsad_code_2019,city_cty_merge_2019,pop14_2019,pop17_2019,pop03_2019,landsqmi_2019,cbsa_sqmi_2019,sampleflag_2019,pilot_dummy_2019,survey_status_pilot_2019,status1_2019,status2_2019,respo_flag_2019,startdate_2019,enddate_2019,status_2019,progress_2019,durationinseconds_2019,finished_2019,recordeddate_2019,responseid_2019,distributionchannel_2019,userlanguage_2019,respojuris_2019,respostate_2019,respozip_2019,srjuristype_2019,resporole_2019,respootherrole_2019,respotitle_2019,respoothertitle_2019,respojuris_p_2019,respodept_p_2019,respodept_othertextp_2019,resporole_p_2019,respootherrolep_2019,jurisplan_dummy_2019,ext_plan_dummy_2019,ext_plan_juris_2019,ext_plan_title_2019,juris_masterplan_dummy_2019,mp_update_yr_2019,zo_dummy_2019,zo_alt_dummy_2019,zo_update_yr_2019,dupernacre_max_2019,hyp_densit_test_2019,hudcomp_perm_dummy_2019,hudcomp_temp_dummy_2019,tinyhome_dummy_2019,mobilehome_dummy_2019,rv_dummy_2019,min_dusize_sf_2019,adu_permit_2019,adu_permit2_2019,min_dusize_mf_2019,min_osparking_mf_2019,ugb_dummy_2019,growthmgmnt_dummy_2019,gm_popgrowthperyr_dummy_2019,gm_bpperyr_dummy_2019,gm_popgrowthperyr_2019,gm_bpperyr_2019,gm_ahexempt_2019,moratorium_2019,morat_body_2019,morat_applies_2019,morat_ahexempt_2019,if_dummy_2019,if_casebycase_2019,if_formula_dummy_2019,if_sqft_dummy_2019,if_unittype_dummy_2019,if_br_dummy_2019,if_impsurfacearea_dummy_2019,if_lotsize_dummy_2019,if_yn_2019,if_dpersqft_2019,if_dforsf_2019,if_dformf_2019,if_dnobr_2019,if_donebr_2019,if_dtwobr_2019,if_dthreebr_2019,if_dimpsurfacearea_2019,if_dlotarea_2019,if_appl_school_2019,if_appl_storm_2019,if_appl_transit_2019,if_appl_pubsafe_2019,if_appl_water_2019,if_appl_parks_2019,if_appl_waste_2019,if_appl_ah_2019,if_appl_other_2019,if_appl_othertext_2019,apfo_dummy_2019,apfo_school_dummy_2019,apfo_storm_dummy_2019,apfo_transit_dummy_2019,apfo_pubsafe_dummy_2019,apfo_water_dummy_2019,apfo_waste_dummy_2019,apfo_parks_dummy_2019,apfo_other_dummy_2019,apfo_othertext_2019,extinput_schools_2019,extinput_stormwater_2019,extinput_water_2019,extinput_hwyrds_2019,extinput_transit_2019,extinput_parks_2019,extinput_police_2019,extinput_fire_2019,ah_req_dummy_2019,pct_ah_req_2019,min_sfdu_ah_2019,min_mfdu_ah_2019,ah_fee_2019,ah_mix_design_2019,ah_quality_2019,number_ah_dus_2019,ah_noexmpt_2019,ah_bonusdens_2019,ah_buildenv_2019,ah_mindusize_2019,ah_adu_2019,ah_parking_2019,ah_ifwaiver_2019,ah_fasttrack_2019,ah_other_2019,ah_othertext_2019,ah_linkfee_2019,ah_tf_dummy_2019,ah_tf_fed_2019,ah_tf_lgov_2019,ah_tf_locrev_2019,lup_past_knowledge_2019,past_sf_amt_2019,past_sf_extent_2019,past_sf_densit_2019,past_mf_amt_2019,past_mf_undevamt_2019,past_mf_densit_2019,past_fees_2019,past_timereq_2019,past_numstaff_2019,past_extinvolve_2019,comments_2019,pilot_feedback_dummy_2019,pilot_srduration_2019,pilot_qreform_2019,pilot_qreform_text_2019,pilot_suggestions_2019,resp_nonresp_2019,apfo_other_dummySTR_2019,apfotc_2019,apfo_schooltc_2019,apfo_stormtc_2019,apfo_transittc_2019,apfo_pubsafetc_2019,apfo_watertc_2019,apfo_wastetc_2019,apfo_parkstc_2019,ah_otherSTR_2019,ah_noexmpttc_2019,ah_bondenstc_2019,ah_bldenvtc_2019,ah_mindusizetc_2019,ah_adutc_2019,ah_parkingtc_2019,ah_ifwaivertc_2019,ah_faskttracktc_2019,ah_linkfeetc_2019,ah_tftc_2019,ah_tf_fedtc_2019,ah_tf_lgovtc_2019,ah_tf_locrevtc_2019,if_pubsafetc_2019,if_parkstc_2019,if_othertc_2019,rotitle_tc_2019,rtitle_tc_2019,resporoletc_2019,if_schooltc_2019,if_stormtc_2019,if_transittc_2019,if_watertc_2019,if_wastetc_2019,if_ahtc_2019,jurisbin,popbin
"3471430","34","039","71430","34039","3403971430","Summit","Union County","NJ","Northeast","",,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,0,1,"city","160",".",,0,22114.509,,"Pop. 20,000-49,999",5.995,8294.216,0,0,"","Finished Survey","Finished Survey",1,10jan2019 14:07:28,10jan2019 14:21:52,0,100,864,1,10jan2019 14:21:53,"R_79dbSyo9MjEHnvX","email","EN","City of Summit","NJ","07901",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,3,1,.n,16,2,0,.s,.s,.s,.s,.s,.s,1,.n,.s,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,1,1,1,1,1,1,1,1,4,3,3,0,1,2,1,1,0,0,0,0,0,0,0,0,".n",1,1,.s,.s,.s,3,2,2,2,3,2,3,2,2,2,2,"",,,,"","",,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,1,1,.s,.s,.s,.n,.n,.n,".n",2,1,.n,.n,.n,.n,.n,.n,1,2
"3474480","34","039","74480","34039","3403974480","Union","Union County","NJ","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","",1,0,0,"township","060","060",44,0,58377.687,58499,"",9.071,8294.216,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,2,3
"3479040","34","039","79040","34039","3403979040","Westfield","Union County","NJ","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","",1,0,0,"town","160","060",43,0,31244.977,30591,"",6.719,8294.216,0,0,"","Finished Survey","Finished Survey",1,10jan2019 13:42:10,17jan2019 14:35:03,0,100,607973,1,17jan2019 14:35:05,"R_Byx6VJugvYAJzbj","email","EN","Town of Westfield","NJ","07090",3,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,1,1,.n,10,5,2,1,1,1,1,0,1,1,.n,1,5,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,3,2,3,1,2,2,2,1,4,1,3,0,1,2,1,1,0,0,0,0,0,0,0,0,".n",1,1,0,0,1,2,2,2,2,3,2,3,3,2,2,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,1,1,0,0,1,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,2
"3458350","34","041","58350","34041","3404158350","Phillipsburg","Warren County","NJ","Northeast","New York",32,"10900","Allentown-Bethlehem-Easton, PA-NJ (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,1,0,"town","160","060",43,0,14705.858,14540,"Pop. <20,000",3.193,,,0,"","Opted Out","Opted Out",0,18jan2019 06:24:29,18jan2019 10:01:11,0,2,13001,0,18feb2019 06:30:50,"R_2ePzX9DWWtpetmg","email","EN","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3603199","36","011","03188","36011","3601103188","Aurora","Erie County","NY","Northeast","",,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,0,1,"town","060",".",,0,13838.91,,"Pop. <20,000",36.393,1565.052,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3604000","36","103","04000","36103","3610304000","Babylon","Suffolk County","NY","Northeast","",,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","",1,0,0,"town","060",".",,,214978.721,,"",52.319,8294.216,0,0,"","Partially Completed Survey","Partially Completed Survey",0,17jan2019 13:19:30,17jan2019 13:19:50,0,2,19,0,17feb2019 13:19:33,"R_3LcZpFPe23wFSA4","email","EN","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,5
"3605100","36","027","05100","36027","3602705100","Beacon","Dutchess County","NY","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,0,1,"city","160","060",25,0,15493.513,14279,"Pop. <20,000",4.739,8294.216,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3605452","36","027","05452","36027","3602705452","Beekman","Dutchess County","NY","Northeast","",,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,0,1,"town","060",".",,0,14576.324,,"Pop. <20,000",29.838,8294.216,0,0,"","Finished Survey","Finished Survey",1,11jan2019 12:56:56,21jan2019 16:16:28,0,100,875972,1,21jan2019 16:16:29,"R_3fr749X2Ib0DRoL","email","EN","Town of Beekman","NY","12570",3,3,"Not Applicable",4,"Not Applicable","",,"",,"",1,.n,".n",".n",1,8,1,.n,8,3,2,1,1,0,1,0,5,2,.n,5,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,3,4,3,4,3,4,4,1,6,4,1,0,3,3,1,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,2,2,2,2,2,2,2,3,2,1,3,"",,,,"","",,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",4,3,.n,.n,.n,.n,.n,.n,1,1
"3616408","36","027","16408","36027","3602716408","Clinton","Dutchess County","NY","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,1,0,"town","160","060",43,0,4298.824,4270,"Pop. <20,000",38.143,,,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3621996","36","027","21996","36027","3602721996","East Fishkill","Dutchess County","NY","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","",1,0,0,"town","060","060",43,0,28940.299,29312,"",56.503,8294.216,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,2
"3625978","36","027","25978","36027","3602725978","Fishkill","Dutchess County","NY","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,0,1,"town","060","060",43,0,22039.45,23508,"Pop. <20,000",27.336,8294.216,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,2
"3637209","36","027","37209","36027","3602737209","Hyde Park","Dutchess County","NY","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,0,1,"town","060","060",43,0,21505.088,21215,"Pop. 20,000-49,999",36.663,8294.216,0,0,"","Finished Survey","Finished Survey",1,11jan2019 07:25:04,11jan2019 07:52:04,0,100,1620,1,11jan2019 07:52:04,"R_2aRbfFuvhLqufe3","email","EN","Town of Hyde Park, Dutchess County","NY","12538",3,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,4,1,.n,14,3,1,0,0,0,1,1,5,2,.n,5,7,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,4,4,4,.s,4,1,2,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,2,2,2,2,3,3,3,3,2,2,2,"Our community does not have sewer and most parcels are operated on wells. Zoning is being updated in 2019 in an area where sewer could likely occur in the next 5 years. The changes will set density level increases that are necessary to support the operation and maintenance of the anticipated sewer system. We have senior and income level housing developments as well as  17 mobile home parks. The code accommodates accessory apartments within single family homes and many residents have taken advantage of this provision.",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,2
"3640299","36","027","40299","36027","3602740299","La Grange","Dutchess County","NY","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,0,1,"town","060","060",43,0,15681.936,15680,"Pop. <20,000",39.879,8294.216,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3659641","36","027","59641","36027","3602759641","Poughkeepsie","Dutchess County","NY","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,0,1,"city","160","060",25,0,32635.972,30505,"Pop. 20,000-49,999",5.144,8294.216,0,0,"","Finished Survey","Finished Survey",1,18jan2019 08:37:02,18jan2019 08:59:37,0,100,1354,1,18jan2019 08:59:37,"R_3hmdT9ZgSxC1cNH","email","EN","City of Poughkeepsie","NY","12601",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,21,1,.n,99999,5,1,1,1,0,1,0,1,1,.n,5,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,3,3,3,1,3,3,3,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,2,2,2,2,2,2,3,1,1,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,2
"3659652","36","027","59652","36027","3602759652","Poughkeepsie","Dutchess County","NY","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,0,1,"town","060","060",43,,43208.568,44513,"Pop. 20,000-49,999",28.514,8294.216,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,2
"3660905","36","027","60905","36027","3602760905","Red Hook","Dutchess County","NY","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","",1,0,0,"town","060","060",43,0,11284.414,11238,"",36.169,8294.216,0,0,"","Finished Survey","Finished Survey",1,29jan2019 07:41:33,29jan2019 08:10:32,0,100,1738,1,29jan2019 08:10:32,"R_dgaj9p2cNbYfXlT","email","EN","Town of Red Hook","NY","12571",3,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,26,1,.n,1,3,2,1,0,0,1,0,4,2,.n,4,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",3,4,4,4,3,4,3,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,1,1,1,2,1,2,3,3,3,3,"",,,,"","",1,"",.s,.s,.s,.s,.s,.s,.s,.s,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,1
"3670662","36","027","70662","36027","3602770662","Stanford","Dutchess County","NY","Northeast","",,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,1,0,"town","160",".",,0,3811.318,,"Pop. <20,000",49.637,,,0,"","Finished Survey","Finished Survey",1,25jan2019 07:51:25,25jan2019 08:01:42,0,100,616,1,25jan2019 08:01:42,"R_1GD37CECP4aWi1N","email","EN","Town of Stanford","NY","12581",3,2,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,19,1,.n,1986,1,2,1,0,0,0,0,1,2,.n,2,1,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,2,2,2,1,3,2,2,0,.n,.n,.n,.n,.n,.n,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",0,0,.n,.n,.n,2,3,2,2,2,2,2,2,2,2,2,"",,,,"","",,"",0,.n,.n,.n,.n,.n,.n,.n,"",.s,.s,.s,.s,.s,.s,.s,.s,0,2,.n,.n,.n,.n,.n,.n,".n",1,2,.n,.n,.n,.n,.n,.n,1,1
"3674023","36","027","74023","36027","3602774023","Tivoli","Dutchess County","NY","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,1,0,"village","160","160",47,0,1114.584,1018,"Pop. <20,000",1.61,,,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3678157","36","027","78157","36027","3602778157","Wappinger","Dutchess County","NY","Northeast","New York",32,"35620","New York-Newark-Jersey City, NY-NJ-PA (Metro)","""New York-Northern New Jersey-Long Island, NY-NJ-CT-PA C""",0,0,1,"town","060","060",43,0,26965.353,26906,"Pop. 20,000-49,999",27.054,8294.216,0,0,"","Finished Survey","Finished Survey",1,25jan2019 11:42:37,25jan2019 12:12:15,0,100,1778,1,25jan2019 12:12:17,"R_UXgV8tvhsW7un5f","email","EN","Town of Wappinger","NY","12590",3,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,9,1,.n,9,2,0,0,0,0,1,0,1,1,.n,1,7,.s,.s,.s,.s,.s,.s,0,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,4,4,4,1,3,1,3,0,.n,.n,.n,.n,.n,.n,.n,0,1,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,2,1,2,2,1,2,3,2,2,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",0,1,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,2
"3601088","36","029","01088","36029","3602901088","Alden","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"village","160","160",47,,2615.757,2587,"Pop. <20,000",2.718,,,0,"","Email Failed","No Email",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3601099","36","029","01099","36029","3602901099","Alden","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,0,1,"town","060","060",43,0,10909.865,10135,"Pop. <20,000",34.308,1565.052,0,0,"","Email Failed","Email Failed",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3602000","36","029","02000","36029","3602902000","Amherst","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","",1,0,0,"town","060","060",43,0,122871.287,125024,"",53.203,1565.052,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,4
"3602198","36","029","02198","36029","3602902198","Angola","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"village","160","160",47,0,2135.783,2002,"Pop. <20,000",1.417,,,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3611000","36","029","11000","36029","3602911000","Buffalo","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","",1,0,0,"city","160","060",25,0,262389.03,259574,"",40.384,1565.052,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,5
