order_2003,caseno_2003,jurisid,full_fip,stfips_2003,stcofips,countyfp,statefp,placefp,survnum_2003,juris_2003,lsadc_2003,basename,areaname_2003,coname_2003,county_name,region,state_name,cmsano99_2003,cmsanm99_2003,cmsast_2003,resp1994_2003,surv1994_2003,pop00tot_2003,pop2000,land_tot_2003,sample_2003,jurtype_2003,jurtype2_2003,n_juris_2003,n_surv_2003,jurstype_2003,jurscode_2003,popcode_2003,titlcode_2003,zipcode_2003,plan_2003,planyear_2003,zoneord_2003,zoneyear_2003,maxdens_2003,maxdchng_2003,mobhome_2003,hypodev_2003,rzvote_2003,selectrz_2003,anexvote_2003,anexyear_2003,glimit_2003,grwth_limit_2003,usbusa_2003,usbdate_2003,ugb_2003,ugbdate_2003,grnbelt_2003,gbdate_2003,ull_2003,ulldate_2003,resdpace_2003,pcntcont_2003,pcntyear_2003,bcnumber_2003,moratyn_2003,morat_2003,moratpct_2003,moratst_2003,moratexp_2003,moratend_2003,mafexmp_2003,otherglm_2003,glmstart_2003,glmend_2003,impctfee_2003,ifyn_2003,if_cbc,if_formula,ifsfrate_2003,ifsinfam_2003,ifmfrate_2003,ifschool_2003,ifstorm_2003,iftransp_2003,ifpubsaf_2003,ifwater_2003,ifparkos_2003,ifwsuply_2003,ifwaste_2003,ifother_2003,ifotype1_2003,ifotype2_2003,ifotype3_2003,ifotype4_2003,afincntv_2003,afinctv2_2003,afbonus_2003,afinclzn_2003,afincpct_2003,izpctbin_2003,afhsgfee_2003,affastrk_2003,aflinkfe_2003,afother_2003,afother1_2003,afother2_2003,afother3_2003,afother4_2003,afother5_2003,afother6_2003,oprogram_2003,opstaff_2003,oppha_2003,opconvrs_2003,opwaiver_2003,opother_2003,opother1_2003,opother2_2003,opother3_2003,opother4_2003,affunits_2003,rehabpub_2003,ahpub_2003,rehabprv_2003,ahprvloc_2003,rehabfed_2003,ahprvfed_2003,aftotal_2003,afmech_2003,ahtf_2003,reg1970_2003,reg1980_2003,reg1990_2003,regchnge_2003,apfo_2003,apfodate_2003,apschool_2003,apstorm_2003,aptrans_2003,appubsaf_2003,apwater_2003,appark_2003,apother_2003,aptotal_2003,ap2subjs_2003,ap4subjs_2003,filter___2003,apfo_yn_2003,data03_2003,areakey_2003,pmsano99_2003,intptlat_2003,intptlon_2003,zoning_2003,spwlcntr_2003,pacecntl_2003,fee_sfdu_2003,dborincl_2003,spcnt2_2003,pacecnt2_2003,popcode2_2003,cmsastpc_2003,cmsaspc2_2003,impctfe2_2003,popcode3_2003,stpopjt_2003,jtstpop_2003,jtstcmpo_2003,plan2003_2003,zone_2003,ldoz_2003,hdok_2003,morat_yn_2003,ahdb_2003,ahin_2003,zndn_2003,znup_2003,pace_2003,juristype,jurisbin,popbin
1767,1767,"2979820","2918979820",29,"29189","189","29","79820","3160","Wildwood","58","Wildwood","MO, Wildwood","St. Louis County, MO","St. Louis County","Midwest","MO",7040,"St. Louis, MO-IL MSA",704029,-1,0,32884,33445,171017386,0,1,1,10,6,1,1,2,1,63040,1,2002,1,2002,3,1,0,2,1,.n,.s,1995,1,1,0,.n,0,.n,1,1995,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,.s,.s,.s,.s,.s,.s,.s,0,0,4,4,4,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"2979820",7040,38.581653,-90.649427,4,4,0,,0,1,0,3,7040293,7040293,1,1,2931,1293,12993,1,1,0,0,0,0,0,0,0,0,"city",1,2
,,"2999189","2918999999",29,"29189","189","29","99999","","St. Louis County","06","St. Louis County","St. Louis County","St. Louis County","St. Louis County","Midwest","MO",7040,"St. Louis, MO-IL MSA",704029,-1,0,331489,1016315,429290552,0,3,3,2,1,3,3,,,,1,1990,1,1982,5,1,2,2,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,0,.n,.n,2,1,0,1,.n,771.46,308.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,,.s,2,2,2,,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"2999189",7040,,,6,0,0,2,0,0,0,6,7040296,7040296,1,2,2963,329,32990,1,1,0,1,0,0,0,0,0,0,"county",3,5
1763,1763,"2977128","2921977128",29,"29219","219","29","77128","2474","Warrenton","58","Warrenton","MO, Warrenton","Warren County, MO","Warren County","Midwest","MO",7040,"St. Louis, MO-IL MSA",704029,-1,0,5281,5209,18981854,1,1,1,23,13,1,1,1,5,63383,1,2000,1,2002,4,1,2,2,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,,,,,,48,0,0,3,3,3,0,2,8888,0,1,0,0,0,1,0,2,0,0,,1,1,"2977128",7040,38.815951,-91.140164,5,0,0,,0,0,0,1,7040291,7040291,0,1,2911,1291,12991,1,1,0,0,0,0,0,0,0,0,"city",1,1
,,"2999219","2921999999",29,"29219","219","29","99999","","Warren County","06","Warren County","Warren County","Warren County","Warren County","Midwest","MO",7040,"St. Louis, MO-IL MSA",704029,-1,0,15982,24525,1056302429,0,3,3,16,13,3,3,,,,1,2003,1,1994,2,1,2,2,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,0,.n,.n,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,4,3,2,,1,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"2999219",7040,,,3,0,0,,0,0,0,2,7040292,7040292,0,1,2923,329,32990,1,1,1,0,0,0,0,0,0,0,"county",3,2
831,831,"3206500","3200306500",32,"32003","003","32","06500","714","Boulder City","58","Boulder City","NV, Boulder City","Clark County, NV","Clark County","West","NV",4120,"Las Vegas, NV-AZ MSA",412032,-1,0,14966,14966,524838140,0,1,1,1,1,1,1,1,,7670,1,1991,1,2002,4,1,2,1,0,.n,1,.s,0,0,0,.n,0,.n,0,.n,0,.n,2,.n,1979,120,0,0,.n,.n,,.n,0,0,.n,.n,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,1,0,0,0,0,0,0,0,0,0,,,,,60,1,60,0,0,3,2,2,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"3206500",4120,35.940127,-114.885443,5,0,2,,0,0,1,2,4120322,4120322,0,1,3221,1322,13292,1,1,0,0,0,0,0,0,0,1,"city",1,1
833,833,"3231900","3200331900",32,"32003","003","32","31900","716","Henderson","58","Henderson","NV, Henderson","Clark County, NV","Clark County","West","NV",4120,"Las Vegas, NV-AZ MSA",412032,-1,0,175381,176048,206392591,0,1,1,2,2,1,1,4,2,89015,1,.s,1,2002,5,1,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,224,0,0,0,0,,.s,,.s,,.s,,0,0,2,2,2,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"3231900",4120,36.029249,-115.025286,6,0,0,,1,0,0,5,4120325,4120325,0,2,3251,1325,13295,1,1,0,1,0,1,0,0,0,0,"city",1,5
834,834,"3240000","3200340000",32,"32003","003","32","40000","717","Las Vegas","58","Las Vegas","NV, Las Vegas","Clark County, NV","Clark County","West","NV",4120,"Las Vegas, NV-AZ MSA",412032,-1,0,478434,478868,293460532,0,1,1,2,2,1,1,4,2,89101,1,1992,1,2000,4,1,1,2,0,.n,0,.n,1,1,0,.n,0,.n,0,.n,1,1998,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.32,.n,.n,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,.s,,.s,,.s,,,.s,4,4,3,-1,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"3240000",4120,36.194168,-115.22206,5,4,0,,0,1,0,6,4120326,4120326,1,2,3261,1326,13295,1,1,0,0,0,0,0,0,0,0,"city",1,5
835,835,"3251800","3200351800",32,"32003","003","32","51800","3791","North Las Vegas","58","North Las Vegas","NV, North Las Vegas","Clark County, NV","Clark County","West","NV",4120,"Las Vegas, NV-AZ MSA",412032,-1,0,115488,115489,203341997,0,1,1,2,2,1,1,4,2,89030,1,1999,1,2002,3,.s,0,.s,1,.n,0,.n,1,1,0,.n,0,.n,0,.n,1,.s,0,.n,.n,.n,1,2,0,2002,1,2003,0,0,.n,.n,1,1,1,0,.n,.n,.n,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,.n,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,223,0,0,0,0,400,1,,,260,1,660,0,0,4,4,4,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"3251800",4120,36.228511,-115.146593,4,1,0,,0,1,0,5,4120325,4120325,1,2,3251,1325,13295,1,1,0,0,1,0,0,0,0,0,"city",1,4
832,832,"3299003","3200399999",32,"32003","003","32","99999","715","Clark","06","Clark County","NV, Clark County","Clark County, NV","Clark County","West","NV",4120,"Las Vegas, NV-AZ MSA",412032,-1,0,582107,1375765,19219989081,0,3,3,2,2,3,3,4,1,89155,1,2002,1,2002,5,1,1,2,0,.n,0,.n,1,1,1,1994,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,467,455,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,1,0,0,0,0,0,0,0,0,,.s,,.s,,.s,,1,1,3,3,3,0,2,2001,0,0,1,1,0,1,,4,1,0,0,1,1,"3299003",4120,36.139215,-115.117901,6,3,0,1,0,1,0,6,4120326,4120326,1,2,3263,332,33290,1,1,0,1,0,0,0,0,0,0,"county",3,5
836,836,"3299023","3202399999",32,"32023","023","32","99999","718","Nye","06","Nye","NV, Nye County","Nye County, NV","Nye County","West","NV",4120,"Las Vegas, NV-AZ MSA",412032,-1,0,32167,32485,46991805401,0,3,3,1,1,3,3,2,1,89049,1,1999,1,2001,4,.s,2,2,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,,,,100,1,,0,0,1,1,4,1,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,,0,1,"3299023",4120,37.895867,-116.564187,5,0,0,,0,0,0,3,4120323,4120323,0,1,3233,332,33290,1,1,0,0,0,0,0,0,0,0,"county",3,2
142,142,"3301300","3301101300",33,"33011","011","33","01300","987","Amherst","43","Amherst","NH, Amherst","Hillsborough County, NH","Hillsborough County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,10769,10769,88810304,0,2,2,10,7,1,1,1,5,3031,1,1998,1,2002,1,1,2,0,2,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,2,.n,1992,.s,0,0,.n,.n,,.n,2,0,.n,.n,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,600,0,0,0,0,,,,,,,65,0,0,4,4,3,-1,1,.n,.n,.n,.n,.n,.n,.n,,0,0,0,,0,1,"3301300",1123,42.854886,-71.6082,2,0,3,,1,0,1,2,1123332,1123332,0,1,3322,2332,23392,1,1,1,0,0,1,0,0,0,1,"town",2,1
148,148,"3329860","3301129860",33,"33011","011","33","29860","3113","Goffstown","43","Goffstown","NH, Goffstown","Hillsborough County, NH","Hillsborough County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,16929,16977,95555173,0,2,2,10,7,1,1,1,2,3045,1,1997,1,2001,4,1,2,1,2,.n,.s,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,3809,.n,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,.s,,.s,,.s,,0,0,1,1,2,1,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"3329860",1123,43.013035,-71.54962999999999,5,0,0,3,0,0,0,2,1123332,1123332,1,1,3322,2332,23392,1,1,0,0,0,0,0,0,0,0,"town",2,1
151,151,"3337940","3301137940",33,"33011","011","33","37940","1003","Hudson","43","Hudson","NH, Hudson","Hillsborough County, NH","Hillsborough County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,22928,7789,73208417,0,2,2,8,5,1,1,2,1,3051,1,2000,1,2002,2,1,0,0,2,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,1,.s,.s,.n,0,0,.n,.n,,.n,0,0,.n,.n,1,1,1,0,.n,.n,.n,1,0,0,0,0,0,0,0,1,40,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,25,1,,,,,,0,0,4,4,4,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"3337940",1123,42.759821,-71.420794,3,0,1,,0,0,1,3,1123333,1123333,1,1,3332,2333,23393,1,1,1,0,0,0,0,0,0,1,"town",2,1
153,153,"3347540","3301147540",33,"33011","011","33","47540","1006","Merrimack","43","Merrimack","NH, Merrimack","Hillsborough County, NH","Hillsborough County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,25119,25119,84424565,0,2,2,8,5,1,1,2,,3054,1,2002,1,2002,3,1,2,0,2,.n,.s,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,,,,80,1,80,0,0,1,1,1,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"3347540",1123,42.858053,-71.512163,4,0,0,,0,0,0,3,1123333,1123333,0,1,3332,2333,23393,1,1,0,0,0,0,0,0,0,0,"town",2,2
154,154,"3348020","3301148020",33,"33011","011","33","48020","1007","Milford","43","Milford","NH, Milford","Hillsborough County, NH","Hillsborough County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,13535,13535,65335905,0,2,2,10,7,1,1,1,1,3055,1,1993,1,2002,2,1,2,2,2,.n,1,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,.s,,.s,,.s,,0,0,1,1,1,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"3348020",1123,42.831686,-71.667435,3,0,0,,0,0,0,2,1123332,1123332,1,1,3322,2332,23392,1,1,1,0,0,0,0,0,0,0,"town",2,1
155,155,"3349140","3301149140",33,"33011","011","33","49140","1008","Mont Vernon","43","Mont Vernon","NH, Mont Vernon","Hillsborough County, NH","Hillsborough County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,2034,2034,43037343,1,2,2,18,12,1,1,1,2,3057,1,2000,1,2002,1,1,2,0,2,.n,.s,.s,.s,0,.s,.s,.s,.s,.s,.s,.s,.s,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,1,1,1,0,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"3349140",1123,42.894935,-71.676033,2,,0,,0,,0,1,1123331,1123331,0,1,3312,2331,23391,1,1,1,0,0,0,0,0,0,0,"town",2,1
156,156,"3350260","3301150260",33,"33011","011","33","50260","1009","Nashua","58","Nashua","NH, Nashua","Hillsborough County, NH","Hillsborough County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,86605,86605,80009970,0,1,1,1,1,1,1,3,1,3060,1,2001,1,3333,5,1,2,1,0,.n,0,.n,1,1,0,.n,0,.n,1,1995,1,1953,0,.n,.n,.n,0,0,.n,.n,,.n,0,0,.n,.n,2,1,0,1,1,.n,.n,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,.n,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,.s,,.s,,.s,,1,1,2,3,4,1,2,1975,1,1,1,1,1,1,0,6,1,1,0,1,1,"3350260",1123,42.751038,-71.480817,6,2,0,,0,1,0,4,1123334,1123334,1,2,3341,1334,13394,1,1,0,1,0,0,0,0,0,0,"city",1,3
157,157,"3350740","3301150740",33,"33011","011","33","50740","1010","New Boston","43","New Boston","NH, New Boston","Hillsborough County, NH","Hillsborough County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,4138,4138,110958166,1,2,2,18,12,1,1,1,,3070,1,.s,1,2001,1,1,2,0,2,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,.s,.s,.s,.s,.s,.s,.s,,.s,2,2,2,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"3350740",1123,42.978267,-71.694143,2,0,0,,0,0,0,1,1123331,1123331,1,1,3312,2331,23391,1,1,1,0,0,0,0,0,0,0,"town",2,1
158,158,"3351940","3301151940",33,"33011","011","33","51940","1017","New Ipswich","43","New Ipswich","NH, New Ipswich","Hillsborough County, NH","Hillsborough County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,4289,4289,84813641,1,2,2,18,12,1,1,1,10,3091,1,1995,1,2002,1,1,2,2,2,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,.s,.s,.s,.s,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"3351940",1123,42.753726,-71.86706599999999,2,0,0,,0,0,0,1,1123331,1123331,0,1,3312,2331,23391,1,1,1,0,0,0,0,0,0,0,"town",2,1
164,164,"3376260","3301176260",33,"33011","011","33","76260","1021","Temple","43","Temple","NH, Temple","Hillsborough County, NH","Hillsborough County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,1297,1314,60192727,1,2,2,18,12,1,1,1,10,3084,1,.s,1,2002,1,.s,2,0,2,.n,0,.n,.s,0,.s,.s,.s,.s,.s,.s,.s,.s,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,1,3,3,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"3376260",1123,42.81949,-71.850638,2,,0,,0,,0,1,1123331,1123331,0,1,3312,2331,23391,1,1,1,0,0,0,0,0,0,0,"town",2,1
166,166,"3385940","3301185940",33,"33011","011","33","85940","4753","Windsor","43","Windsor","NH, Windsor","Hillsborough County, NH","Hillsborough County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,201,198,21613401,1,2,2,18,12,1,1,1,9,3244,1,2002,1,2002,1,1,2,0,2,.n,.s,.s,.s,0,.s,.s,.s,.s,.s,.s,.s,.s,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,1,4,3,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"3385940",1123,43.12295,-72.020375,2,,0,,0,,0,1,1123331,1123331,0,1,3312,2331,23391,1,1,1,0,0,0,0,0,0,0,"town",2,1
143,143,"3309300","3301509300",33,"33015","015","33","09300","993","Candia","43","Candia","NH, Candia","Rockingham County, NH","Rockingham County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,3911,3911,78538479,1,2,2,18,12,1,1,1,9,3034,1,1988,1,2002,1,1,0,0,2,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,2,4,3,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"3309300",1123,43.048372,-71.30780900000001,2,0,0,,0,0,0,1,1123331,1123331,0,1,3312,2331,23391,1,1,1,0,0,0,0,0,0,0,"town",2,1
144,144,"3317940","3301517940",33,"33015","015","33","17940","995","Derry","43","Derry","NH, Derry","Rockingham County, NH","Rockingham County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,34021,34021,92688016,0,2,2,8,5,1,1,2,1,3038,1,2001,1,2001,3,1,2,0,1,.n,.s,.s,0,0,0,.n,0,.n,0,.n,0,.n,1,5,1998,.n,0,0,.n,.n,,.n,.s,.s,.s,.s,1,1,1,0,.n,.n,.n,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,1,1,0,0,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,0,0,2,2,1,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"3317940",1123,42.886486,-71.300192,4,0,4,,0,0,1,3,1123333,1123333,1,1,3332,2333,23393,1,1,0,0,0,0,0,0,0,1,"town",2,2
147,147,"3325300","3301525300",33,"33015","015","33","25300","998","Exeter","43","Exeter","NH, Exeter","Rockingham County, NH","Rockingham County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,14058,9858,50856387,0,2,2,10,7,1,1,1,2,3833,1,2002,1,2222,3,1,2,1,2,.n,1,.s,0,0,0,.n,0,.n,0,.n,0,.n,.s,.s,.s,.s,0,0,.n,.n,,.n,0,3,1987,1989,2,1,0,1,.s,.n,.n,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,.n,0,0,0,0,0,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,.s,,.s,,.s,,,.s,2,4,4,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"3325380",1123,42.978826,-70.95541900000001,4,0,,,1,0,,2,1123332,1123332,1,1,3322,2332,23392,1,1,0,0,0,1,0,0,0,0,"town",2,1
149,149,"3331700","3301531700",33,"33015","015","33","31700","5056","Greenland","43","Greenland","NH, Greenland","Rockingham County, NH","Rockingham County","Northeast","NH",1123,"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH NECMA",112333,-1,0,3208,3205,27162181,1,2,2,18,12,1,1,1,,3840,1,2001,1,2002,.s,.s,.s,.s,.s,.s,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,2,3,4,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"3331700",1123,43.041049,-70.846711,1,0,0,,0,0,0,1,1123331,1123331,0,1,3312,2331,23391,1,1,0,0,0,0,0,0,0,0,"town",2,1
